feature	cluster	vt_score
FAM43A	4	-2.6925025336443857
FAM47E-STBD1	3	-2.510165944337123
FAM53A	2	-2.819349669991388
FAM69C	3	-6.089893251411049
FAM72B	2	-2.2561924862627234
FAM72C	2	-3.112356624937258
FAM83B	4	-2.3268578751847024
FAM84B	3	-2.9873178873782047
FAR2	4	-2.5474033838310683
FAT2	2	-2.512544353760569
FBN3	3	-3.457058533285388
FBXO17	2	-2.045770214124606
FBXO27	3	-3.9976108927828884
FBXW4	3	-2.211177780494454
FCAR	3	-6.229198479539092
FCER1G	3	-6.954843567301431
FCGR1A	3	-7.788112220959852
FCGR1B	3	-8.099376955383798
FCGR3B	3	-6.257546931147114
FCMR	3	-5.95354965796773
FCN2	3	-2.0247615243345685
FCRL3	3	-2.415097130163251
FCRL6	3	-2.2083933370416333
FCRLA	4	-2.4396871065491994
FES	3	-3.3700366366216254
FETUB	3	-3.7659109792463172
FEV	2	-2.4670073792417133
FFAR1	3	-3.0687271466011152
FFAR4	3	-8.401286485983832
FGD2	3	-7.431296193428092
FGD3	3	-6.622094618683835
FGD5	3	-4.437900272096984
FGF1	3	-2.258617910419279
FGF21	2	-2.4164515646841673
FGF22	5	-2.495290390272325
FGF8	2	-2.8350280198419955
FGL1	3	-6.20817120908331
FGR	3	-6.698401266902612
FHAD1	3	-4.439053904941118
FHL2	4	-4.012014594388343
FHL5	3	-6.947767412616799
FIBCD1	3	-2.083389230906875
FILIP1	3	-4.650239382760933
FILIP1L	4	-3.2052751868868636
FKBP10	1	-3.904914687290538
FLG	2	-2.339977727288796
FLI1	3	-4.859703117740154
FLRT1	3	-5.8508496055431145
FLT1	3	-5.915451581269034
FLT3	3	-7.092313415025604
FMNL1	3	-5.6841602509801
FMO5	3	-3.4192011512454368
FMOD	4	-2.2931550324844125
FNDC11	4	-2.293851582729442
FNDC5	3	-3.7026704319692474
FOLH1	3	-4.002200114102243
FOLR2	3	-7.7631607023292375
FOSL2	4	-3.6079136793767685
FOXD4	3	-2.6183572579719088
FOXF1	3	-5.253652825501139
FOXL2	3	-3.06185270532567
FOXL2NB	3	-6.083057760891293
FOXO6	2	-3.5481432280087746
FRAS1	3	-2.357251894005036
FRG2B	2	-2.500735137038347
FRG2C	2	-2.624223722630239
FRK	3	-2.053684748903065
FRMD4B	3	-4.003964400884557
FRMPD1	3	-5.209757259215878
FRMPD4	3	-2.212639862689378
FRRS1L	3	-2.9585940446838515
FRZB	3	-3.9360818889893068
FSD1L	3	-3.6476935255923117
FSIP2	3	-2.2815629021204353
FTCDNL1	3	-5.481368751723285
FUT4	3	-2.937867940972902
FXYD1	3	-4.408689667635142
FXYD3	3	-4.234783701334484
FXYD5	4	-2.054930141880731
FYB1	3	-7.8273678892457585
FZD10	3	-5.193506972660703
GAB3	3	-3.802418706780411
GABBR1	3	-3.8890276657859917
GABRA2	3	-3.4693163426436593
GABRB1	3	-2.5351774324509755
GABRB3	3	-2.6236076692054864
GABRQ	3	-2.7014457174726876
GADD45A	4	-3.024336645585747
GADD45B	4	-2.6850041895453227
GAL3ST1	3	-4.899479720885906
GAL3ST3	3	-5.543339215547157
GAPT	3	-7.766122459545684
GAS2	3	-2.893418466942127
GAS7	3	-3.3140350018438123
GATA2	3	-2.6154447714494684
GATA3	3	-3.4232292956682953
GBP2	4	-3.665241024461526
GBP7	3	-2.3131830982524777
GC	2	-2.3162685920484734
GCKR	3	-2.2742790839305798
GCNT1	4	-3.4369373086554456
GCSAM	3	-4.415913351277877
GDAP1L1	3	-5.4052131548981945
GDF10	3	-4.617814357389485
GDF3	2	-2.1396410209261263
GFAP	3	-5.787260998019603
GFI1	4	-2.82090622478036
GFI1B	3	-4.018352701690184
GFRA1	3	-2.5761733092871526
GGACT	1	-2.566920850511961
GHRH	3	-2.0508192315112743
GHRHR	3	-3.689884282144209
GIMAP4	3	-8.150088918377856
GIMAP6	3	-8.317555291651992
GIMAP8	3	-7.832493815989597
GIPC2	3	-2.8684164123343714
GJA10	2	-3.090506014226245
GJA4	3	-5.214820884704202
GJA5	3	-4.533748420025193
GJB1	3	-4.126467760854266
GJC3	3	-3.503770003028176
GJD4	2	-2.4501700551607084
GLIPR1	4	-3.635048737594903
GLIPR1L2	3	-6.080483474993441
GLRA2	3	-3.2534014957413553
GLRB	3	-2.253080573266676
GLYATL1	3	-4.107634612983491
GLYATL2	3	-3.160712875040526
GNA15	3	-6.5835891793667365
GNAI1	2	-2.033255790663962
GNG3	3	-4.494637706025235
GNLY	3	-5.733772688014161
GOLGA6D	3	-2.0959505688198017
GOLGA6L2	2	-3.1082431406817257
GOLGA8T	2	-2.207937607501178
GP5	3	-2.7647193323373793
GPC1	1	-3.590265193319496
GPC4	1	-3.4751988493549946
GPD1	3	-5.200911652238351
GPER1	3	-3.838516810986835
GPM6B	3	-4.420304493217897
GPR1	4	-2.0832195138246545
GPR119	2	-2.186609468541252
GPR12	3	-3.4511686127045507
GPR15	3	-2.459149715835537
GPR151	3	-3.732440034696616
GPR153	1	-2.057421369041122
GPR155	3	-2.8408177894752527
GPR158	3	-2.7795514231344485
GPR183	3	-5.380000195887034
GPR19	3	-4.248950462297636
GPR20	4	-2.702148426781019
GPR21	5	-2.550221689709083
GPR27	3	-3.223424872216421
GPR3	4	-3.1413079183857144
GPR37	3	-3.680493890460137
GPR37L1	3	-5.130516948599186
GPR4	3	-4.871449351289299
GPR45	3	-5.262109477568761
GPR65	3	-6.7446742338661405
GPR85	3	-5.410178316266735
GPRC5D	2	-2.084834272325617
GPRIN1	3	-2.1798332106558016
GPX8	4	-2.769168148736926
GRAMD2B	3	-2.1721488993400655
GREB1	3	-5.928343356433122
GRIA2	3	-4.612865864883456
GRID1	3	-4.527956903991035
GRID2	3	-5.0223530746689375
GRIK1	3	-2.7985413758040045
GRIK2	3	-4.175562183531845
GRIK3	3	-4.069558258993286
GRIK4	3	-5.279756612845065
GRIN2A	3	-2.166803012926593
GRIN3B	2	-2.0542183094458246
GRM3	3	-6.413464394141324
GRM7	3	-4.604623390179808
GRM8	3	-4.970920733347039
GRPR	4	-2.566230783041102
GSC	4	-4.492041241624932
GSDMA	3	-5.649876634792489
GSG1L	3	-4.288536654846011
GSTO2	3	-2.218031686889292
GTF2A1L	3	-3.153491841623618
GTSF1L	4	-2.5670832677696747
GUCY1A2	3	-5.640010784779106
GUCY1A3	3	-6.452429946085926
GUCY2C	3	-2.4013028155934304
GVQW2	3	-2.6795847042136294
GZMA	3	-4.703951093678542
GZMB	3	-2.7683933820333815
GZMM	4	-2.087297586619188
H1FOO	2	-2.7908234299468213
HAAO	3	-4.7142680001340755
HACD4	3	-3.4762158056408268
HAPLN1	3	-3.0338437951584782
HAPLN3	1	-2.061434376958592
HAVCR2	3	-7.034966731389673
HBA1	3	-5.853273295968227
HBA2	3	-5.815792810560158
HBG1	3	-2.0308621480215354
HBZ	2	-2.2153264718860486
HCAR2	3	-2.912452834973891
HCAR3	3	-2.459478060387717
HCK	3	-7.7774774101515405
HCRT	2	-2.376030648983707
HDC	3	-2.780403980884338
HEATR4	3	-4.1936818893463155
HEMGN	3	-4.546617890757951
HES2	4	-3.279275320293563
HES4	2	-4.369233203929025
HGD	5	-2.488142928773387
HHEX	3	-4.070052308072001
HHIP	2	-3.082525345799547
HIC1	4	-2.3454461500778025
HID1	3	-3.4974253506310355
HIGD1B	3	-6.799354644928945
HIST1H2AK	2	-3.3847447170109133
HIST1H2BF	2	-2.056769883964887
HIST1H3A	4	-2.5235190558444045
HIST1H4F	4	-2.9146523381826026
HIST2H2BF	2	-4.34857551683199
HIST2H3C	2	-2.706156496859841
HIST2H3PS2	2	-2.3693885347770602
HIST3H3	2	-2.9271313075500913
HIVEP3	4	-2.642307639908775
HKDC1	4	-2.542602794610997
HLA-B	4	-2.6354131588442655
HLA-C	4	-3.1632122503527857
HLA-DOA	3	-6.359956813235094
HLA-DOB	2	-2.4282659899095904
HLA-DPA1	3	-5.7035895315610325
HLA-DPB1	3	-5.809859489120685
HLA-DQA1	3	-5.701179201335148
HLA-DQB2	3	-4.176474766256042
HLA-DRA	3	-6.346041152166934
HLA-DRB1	3	-5.887306581544229
HLA-G	4	-2.3015697260401136
HMGN5	2	-5.109901229184271
HMX3	4	-2.396158684006481
HNRNPUL2-BSCL2	3	-2.2508510334747553
HORMAD2	3	-3.00171266502553
HOXA4	2	-2.0240007590831732
HOXB5	5	-2.2717134403120305
HPGD	3	-6.132383011215856
HPGDS	3	-8.37267844487305
HPX	2	-2.219462595126049
HRASLS	3	-2.751148743401278
HRASLS5	3	-6.316031837628996
HS6ST2	3	-3.1159010328652323
HS6ST3	3	-4.713775420318895
HSD11B2	3	-2.1054208337192937
HSD17B6	3	-2.2716783159568847
HSF5	3	-2.8344620036897736
HSFX3	3	-2.029212907765256
HSPA12A	3	-3.1304141940076784
HSPA12B	3	-5.865022045419608
HSPA6	4	-3.2243141175009686
HSPB3	2	-3.8069658024636475
HSPB6	2	-2.848996006625074
HSPB7	2	-3.2973491256203924
HTATIP2	4	-2.789437581723765
HTR2A	3	-3.2827172164624314
HTR7	3	-2.1013419730989344
HYDIN	3	-6.272025739170513
ICAM2	3	-5.094178570895096
ICAM3	4	-2.988446353762625
ICAM5	5	-3.230793274942706
ICOSLG	3	-4.284896567170019
ID2	3	-3.41004074500166
IDI2	4	-2.534821823819856
IER3	4	-2.9036409600153084
IFITM1	4	-2.226072731689025
IFNA6	5	-2.108116778195808
IFNLR1	3	-6.199759045604967
IGF2BP3	1	-2.013805503225545
IGFN1	2	-4.896575314948178
IGLON5	3	-4.245870053624291
IGSF1	3	-4.166519170239423
IGSF5	3	-5.29310265247966
IGSF6	3	-7.7967540209844595
IGSF9B	3	-3.6959827226546786
IKZF1	3	-7.547037760860958
IL10RA	3	-7.2984126054772345
IL13	2	-2.470858560748314
IL15	4	-2.543454133433534
IL15RA	4	-2.1589101348715025
IL17RB	3	-5.544278839408949
IL18	3	-6.9834586455028695
IL18R1	3	-5.51371387618281
IL1RAPL1	3	-2.979515739654472
IL1RAPL2	2	-2.0689992352708377
IL1RN	3	-3.5905767661882897
IL20RA	3	-3.6669374009670315
IL23A	1	-2.2719424110494586
IL27	3	-2.923547005904011
IL31RA	4	-3.087388270167105
IL3RA	3	-5.400675373415771
IL9R	3	-2.7404226386374235
ILDR1	3	-2.5332020771223114
ILDR2	3	-5.252497925906549
IMPG1	3	-2.6676102052798742
INAFM1	4	-3.1622357382195956
INHBB	3	-5.849420605300481
INHBC	3	-2.0122932855651454
INMT-MINDY4	5	-2.3206025770023793
INPP5D	3	-7.103775255217516
INSL5	3	-2.4803641724084913
INSM1	3	-2.9254346384895245
INSRR	2	-2.79828445564681
IQCA1	3	-4.010432270296428
IQCA1L	2	-2.9857363490371736
IQCF1	2	-2.192953260206645
IQUB	3	-3.7643727204590167
IRAK2	4	-2.9488141963923877
IRAK3	3	-5.299738991197721
IRF1	4	-2.4555775327917937
ISG15	2	-2.7777378862975692
ISG20	4	-3.0849586693985565
ITGAM	3	-7.121472098829202
ITGAX	3	-6.936362837080007
ITGB4	3	-6.75130518928463
ITIH2	3	-8.217481225136153
ITIH5	3	-2.9020199048953605
ITPRIPL1	1	-2.3826561977661695
IZUMO4	3	-3.5403823717227447
JAG1	1	-2.7039576968391716
JPH2	2	-2.6641340325009866
JPH4	3	-3.7983433548609438
KCNA2	3	-5.316624528671109
KCNA3	3	-6.693965697492135
KCNA4	3	-2.4132919211071076
KCNA7	2	-2.3859265132468876
KCNAB1	3	-4.527109022143586
KCND2	3	-4.594209190409518
KCND3	3	-3.711951316479282
KCNE1	4	-2.587150300195584
KCNE2	3	-4.1090714712873515
KCNE3	3	-4.949744945998653
KCNE4	4	-3.975896579762257
KCNE5	3	-3.398556778196987
KCNH5	3	-3.5051333009425654
KCNIP4	3	-3.9024567867455007
KCNJ15	4	-2.076059686341374
KCNJ16	3	-3.9812406917439573
KCNJ4	2	-2.335925629536513
KCNK1	3	-3.8328495213318012
KCNK10	3	-5.104189423109506
KCNK2	2	-3.101773840008024
KCNK5	3	-4.0194900742913635
KCNK9	3	-3.4758926488319326
KCNMA1	3	-3.8290463893077153
KCNMB2	3	-3.537493437065469
KCNMB4	3	-5.171786015288503
KCNN3	3	-5.256858021063377
KCNQ2	3	-4.655548791242379
KCNQ5	3	-3.0175096542374367
KCTD8	3	-3.75538116539166
KDR	3	-5.80913091447803
KHDC1L	3	-3.757515389051202
KIAA0040	3	-3.9402675669491902
KIAA0408	3	-3.5646628942228
KIAA1161	3	-4.28569419007449
KIAA1211	3	-4.354746243317087
KIAA1211L	3	-5.419764092363998
KIAA1217	4	-3.5317460802953233
KIAA1456	3	-2.547363267384769
KIAA1755	3	-3.5887219287316974
KIDINS220	3	-3.928413802839009
KIF18B	2	-2.6596966326334295
KIF21A	3	-3.7879637651845033
KIF26A	3	-2.705871007003492
KIF26B	3	-2.8878805135391623
KIF5C	3	-4.599916611721315
KIRREL3	2	-2.7177524831800275
KL	3	-3.758184933131572
KLF1	3	-2.671068242719316
KLF8	3	-3.949369749962323
KLHDC7A	3	-2.7370320676354485
KLHDC9	3	-3.7984097704435444
KLHL26	3	-2.258799686867319
KLHL30	2	-2.7093732082941626
KLHL35	2	-3.8825093215215496
KLHL4	3	-3.2143088004774585
KLHL6	3	-7.338141370902727
KLK2	3	-2.183555019992567
KLRC3	3	-5.453986896644873
KLRC4	3	-3.9571953982294117
KLRC4-KLRK1	3	-4.761916711351869
KLRD1	3	-3.4996460417343744
KLRF1	3	-3.129672088702958
KMO	3	-5.192951682362216
KNDC1	3	-4.61674696775676
KPRP	3	-2.214621779373669
KRT12	3	-2.140453581383337
KRT222	3	-4.05053597129973
KRT23	3	-2.711158548703304
KRT83	3	-4.947363161120975
KRTAP1-1	2	-2.0414447578535766
KRTAP2-2	2	-2.1388558832864564
L34079.1	2	-2.016195408920795
L3MBTL4	3	-2.7661867388953936
LAD1	4	-2.306903938349867
LAIR1	3	-7.541840743467897
LAIR2	3	-2.67954518747423
LAMB3	4	-4.217432184873548
LAMB4	3	-3.883150426106947
LCK	3	-5.283602426769027
LCN6	3	-2.751452257499243
LCN9	3	-2.8439468965271884
LCP1	3	-6.5210101445936814
LCP2	3	-7.151889009087419
LCTL	4	-4.170596932513341
LDB2	2	-2.4765905082182367
LDB3	2	-3.297247093566818
LDLRAD4	3	-6.247787662904856
LEMD1	3	-2.6690670716254705
LFNG	3	-3.2470823180311914
LGALS12	3	-2.6208208346533755
LGALS7B	4	-3.6182135055743347
LGALS9	3	-5.77677475578553
LGI1	3	-4.290956928443213
LGSN	3	-2.3860065630966214
LHB	2	-3.472978841752619
LHCGR	3	-3.580107388081421
LHPP	3	-2.069407106202999
LHX4	2	-2.479516106728117
LHX5	2	-2.378140029254258
LHX9	3	-2.069777288431967
LILRA1	3	-8.824245055008474
LILRA2	3	-8.447890529528573
LILRA4	3	-6.186332166435306
LILRB1	3	-7.528339664924473
LILRB3	3	-6.1239263609874115
LIMCH1	3	-4.493220834169147
LIME1	2	-2.036089716012142
LIMS2	2	-2.9758449095621073
LINC00675	3	-4.308970903629496
LINC00959	3	-2.1467874497662893
LINGO4	3	-5.20783459235955
LIPC	3	-2.775728428895806
LIPJ	3	-2.7164495571877136
LIPN	3	-2.4015117411324574
LIX1	3	-5.746476954136366
LMNTD1	3	-4.182284870504538
LMO1	3	-2.592954767176973
LMO3	3	-5.686428135654425
LMOD2	3	-2.0446601866046037
LONRF2	3	-3.7780601906127678
LOR	3	-2.71801435399428
LPCAT2	3	-2.6832053696634124
LRFN1	3	-2.2099996131929833
LRFN2	3	-5.926873086810367
LRFN5	3	-3.3588150096654474
LRRC15	4	-4.448439809504389
LRRC25	3	-6.947172383055436
LRRC32	4	-2.1908365711916415
LRRC34	3	-3.8996856449719735
LRRC36	3	-3.271194906751585
LRRC37A	5	-2.3089285027222424
LRRC3B	3	-5.709425179303413
LRRC4	3	-6.258344477409805
LRRC4B	3	-4.906705469032919
LRRC4C	3	-4.806871499056076
LRRC6	3	-2.9693235548269685
LRRC61	3	-3.628218630364814
LRRC71	2	-2.203113930109213
LRRC74A	3	-3.490266043621133
LRRIQ3	3	-3.8927221705187978
LSAMP	3	-5.385513234943841
LSMEM2	2	-2.4559578062613685
LSR	3	-3.571624414606136
LTB	3	-5.161047295404595
LTBR	4	-2.919496730382945
LUM	4	-3.4509945600502694
LY6G5B	5	-2.3257374942114457
LY75	3	-4.786333505059593
LY75-CD302	4	-2.1375420847864275
LY86	3	-8.356184497513592
LY9	3	-5.224418304455596
LYL1	3	-5.986194619730155
LYNX1	3	-2.808219984476795
LYPD6	3	-2.2340846727167114
LYPD6B	2	-4.415727303400731
LZTS1	4	-3.902479868490985
MAATS1	3	-3.890190348667934
MACROD2	3	-3.4946824386878865
MAFF	4	-2.5850112294867857
MAGEC3	3	-3.3966677753843513
MAGEE2	3	-2.560334068554726
MAK	3	-4.26078365197853
MANEAL	3	-5.273905292910202
MAOA	3	-4.511932447189505
MAP1LC3C	4	-2.2503676110686284
MAP3K19	3	-3.9872032803991737
MAP3K21	2	-3.2744403767868384
MAP3K5	3	-3.495848440854445
MAP3K7CL	4	-2.1795773552297217
MAP3K8	4	-2.7583639468745655
MAPK15	2	-3.3858979528834463
MARCH10	3	-4.024446222882615
MARCH3	3	-4.69755788147192
MATK	3	-6.642558301946199
MATN3	3	-2.5747678406459515
MBD3L2B	5	-2.0054711716706546
MC4R	2	-2.171066528914166
MC5R	4	-3.042523804130806
MCM2	1	-2.2975426499365224
MCOLN2	3	-2.6502436613478575
MDFIC	1	-2.154771313122018
MDGA2	3	-2.8391976403900534
MDH1B	3	-4.666844242191812
MDS2	2	-2.835032693681691
MECOM	3	-5.639297285687985
MED12L	3	-4.049980041336304
MEF2B	2	-2.255776107101159
MEGF11	3	-3.490679818082755
MEGF6	2	-3.8893393964374425
MEI4	3	-3.4571617378305324
MEIOB	2	-2.624606900325465
MEOX1	4	-2.67638921880675
MERTK	3	-5.609765381424092
METRN	3	-2.1072693147886636
METTL21C	2	-2.999370361354392
METTL24	3	-7.860611189964681
MFAP3L	3	-3.250992953699322
MFSD7	3	-4.0545290628268225
MGAM	3	-2.6143734322733394
MGAT3	3	-2.7579217124097064
MGAT5B	3	-3.125470712477459
MILR1	3	-4.798641630240571
MISP3	3	-2.9467339028986523
MIXL1	3	-2.689089012776517
MLANA	3	-2.3985995728314697
MLNR	3	-2.2659421543780187
MLPH	4	-2.084601718039849
MMD2	3	-5.300244681662817
MMP16	1	-2.191746636800268
MMP24	3	-3.9539128545692726
MMP25	3	-5.091730068715339
MMRN2	3	-5.9964587420773885
MNDA	3	-7.9592528134772165
MNX1	5	-2.2165527117889927
MOG	3	-5.052843671039886
MOGAT1	3	-2.655721327055517
MORN3	3	-3.786772022206428
MORN5	3	-5.748863735790813
MPIG6B	3	-4.19059673448924
MPL	3	-3.8974378730108787
MPO	3	-5.781067340474636
MPPED2	3	-4.939985237188544
MPV17L	3	-4.3468813193355125
MRAP2	4	-3.128340112091091
MRO	3	-6.89010326525315
MRVI1	2	-2.023814929710854
MS4A4A	3	-7.611243166641116
MS4A6A	3	-7.6827476864555555
MS4A7	3	-8.014886085834528
MSC	4	-2.338017275235452
MSI1	3	-3.041509195779873
MT-CYB	2	-6.246224789821355
MT-ND4	2	-6.564466827964492
MT1A	3	-2.5968989604598685
MT1E	3	-3.706272196226768
MT1H	3	-3.0175178718477182
MT1M	3	-5.893399070982711
MT1X	3	-2.7110042794207985
MTNR1A	2	-3.0705409865902125
MTSS1	3	-3.8008089546644728
MUC12	3	-2.165690858177761
MUM1L1	3	-2.378253812298826
MYB	2	-2.1220586636779277
MYBPC1	3	-6.191094663846627
MYBPC2	4	-2.2404109156459855
MYBPH	3	-3.0648928994789033
MYCT1	3	-5.9028406531307285
MYF5	2	-2.215424043313787
MYH7	3	-5.528967542605411
MYL2	4	-2.5373088909581063
MYL3	3	-3.551453493220977
MYL7	2	-3.279447807613213
MYLK2	3	-4.051567745643238
MYLPF	2	-2.7314505024049747
MYO18B	2	-2.4918859190719647
MYO1B	1	-2.8202043872240616
MYO1F	3	-6.83408344275694
MYO5B	4	-3.664828546014629
MYO7A	3	-5.982402763736536
MYOC	3	-2.344975714680502
MYOF	4	-3.5689590949596983
MYOM1	3	-2.537297688414258
MYOZ1	3	-3.986964082394946
MYRFL	3	-4.0695526050053985
MYRIP	3	-6.024758036246586
MYT1	3	-3.89457211084824
MYZAP	3	-4.2516107973075785
NAALADL1	3	-3.539187976919481
NAGS	4	-2.3503697579428593
NALCN	3	-2.649611896990222
NAP1L2	3	-3.9445833593262893
NAP1L3	3	-3.7819327437172374
NAT1	4	-4.236108022632432
NAV3	2	-2.8238249639287587
NBEA	3	-3.2577797422880677
NBPF6	2	-2.4120785235402473
NCAM2	3	-3.9810752012632777
NCAN	3	-4.605141153011958
NCF1	3	-6.695778914553269
NCF2	3	-6.206704671863084
NCF4	3	-8.095614947830187
NCKAP1L	3	-7.499504214331671
NDN	1	-3.3245556399512544
NDNF	3	-2.3963670243427084
NDST4	2	-2.6385467620906637
NEBL	3	-6.567454961139614
NECTIN4	4	-2.218232180213592
NEFM	2	-2.276706868124593
NEK10	4	-3.0244198942704
NEK5	3	-4.310634926902186
NEK6	4	-3.3158219536016684
NELL2	3	-4.523295219567409
NETO1	3	-4.547130681795269
NEUROD4	3	-2.1237251859275568
NEXMIF	3	-4.938599461486734
NEXN	2	-3.0472737305123023
NFAM1	3	-6.637095268303348
NFATC2	3	-3.9765014433813923
NFE2	3	-2.6852274650871157
NGEF	3	-3.14205893804093
NHS	4	-2.2927052049925627
NHSL2	5	-2.263442146972752
NID1	1	-2.2438940799171947
NIPAL2	3	-2.5015801565811553
NIPAL4	2	-2.2099297581788653
NKAPL	3	-3.7953238527268702
NKX2-2	3	-2.074134612995225
NKX2-5	5	-2.3256772084230537
NKX6-1	1	-2.080670992236058
NLGN3	3	-5.356978735984021
NLGN4X	3	-4.8541987816084164
NLRC4	3	-7.710327217699993
NLRP14	3	-3.2639640954720406
NLRP2	3	-2.7580047113186033
NLRP3	3	-7.086281782165916
NMBR	3	-3.5996775296249646
NME5	3	-2.535179560591436
NMNAT3	3	-3.030293419411587
NMUR2	3	-2.66089798947662
NNAT	3	-3.1999943534149
NODAL	3	-5.074473714054008
NOL3	2	-2.0319213891655625
NOL4	3	-5.4141948129141495
NOS1	3	-4.247689965772979
NOS1AP	3	-3.3457459299093153
NOS2	3	-2.1131604692153387
NOS3	3	-6.3747757837285235
NOVA1	3	-5.8807956421370156
NOX5	3	-3.3063015129937563
NPAS3	3	-4.632376587858024
NPB	2	-2.097391364261038
NPFFR1	3	-4.479613451322959
NPIPA3	5	-3.3659964933049307
NPIPB6	2	-2.6496796837236705
NPPA	3	-4.475580231323998
NPPB	4	-2.430473669699849
NPPC	3	-2.4987966424895487
NPW	2	-2.947760369623846
NPY	4	-2.120527306533587
NPY2R	3	-2.859946291329677
NPY4R2	2	-2.2508669651233415
NR4A3	2	-2.280107351399271
NREP	5	-3.684492010074993
NRL	3	-3.8115229600747416
NRXN1	3	-6.409401461731443
NRXN2	3	-4.393079424954292
NRXN3	4	-2.104070558533456
NTM	3	-4.3839443933856606
NTNG2	3	-2.8125930299265054
NTRK3	3	-5.483417586417199
NUDT10	3	-2.2367219091705284
NUDT11	1	-2.3035854380291596
NUP210	3	-4.441458882599376
NUTM2A	3	-2.4106189327820564
NUTM2E	3	-2.806657253498024
NWD1	3	-5.009072457130182
NWD2	3	-2.400852191327135
NXPE2	3	-2.9854096397292684
NXPH1	3	-3.3399661859467304
NXPH3	3	-2.6435794755244104
NYX	3	-2.3328041306062666
OBSCN-AS1	2	-3.647078299749761
OCA2	3	-2.0768267509552647
OCIAD2	4	-2.683853357937978
OCM	3	-3.509173639565024
OGN	3	-5.0493226189861415
OLFM1	3	-4.554121648003508
OLFM4	3	-5.425194309434236
OLFML2B	4	-2.2620763763911858
OLIG1	3	-3.9574898601089754
OLIG2	3	-4.402841921013399
OMG	3	-5.902028523285016
OPCML	3	-4.289806219310008
OPRK1	3	-3.0835626236836995
OPRL1	3	-3.773932118991013
OPRM1	3	-2.2680363124631717
OPTC	3	-2.61004670887421
OR10A2	2	-2.4072115452041376
OR1J2	4	-2.2311200125467656
OR1L6	2	-2.2414955626068767
OR1L8	3	-3.885890591165292
OR2A1	3	-2.6065400784539317
OR2A7	3	-2.9644659457979814
OR2C1	3	-3.655832290633947
OR2H2	3	-2.0789072913762605
OR2K2	3	-2.589497570233816
OR2T4	3	-2.0564635313638946
OR4N5	2	-2.070937319091917
OR51E2	4	-2.265992116973086
OR52I1	2	-2.308064758309486
OR5AU1	2	-2.0682397999052475
OR5B12	3	-2.173645107034874
OR5J2	2	-2.286805869976052
OR6B3	3	-2.1789723121960662
OR6N2	2	-2.1264702531197623
OR8B12	2	-2.0126775669403534
ORM2	2	-2.4072178933685953
OSBPL1A	2	-2.0395111624680915
OSBPL3	3	-2.0975339601220457
OSGIN1	4	-3.6686912395056317
OSR1	2	-3.1931873716988206
OTX2	4	-2.183996566938338
OVGP1	5	-2.65697011176947
OXT	2	-3.5067003861912642
P2RY10	3	-4.865170877740497
P2RY12	3	-8.092684524052768
P2RY14	3	-6.0561622955250325
PABPC1L	5	-2.282538668343538
