feature	cluster	vt_score
PACRG	3	-5.729158415783155
PADI2	3	-5.213572061911399
PADI4	3	-3.9634958605554296
PAEP	4	-2.6334056348132098
PAK3	3	-4.297634593136359
PANX2	2	-4.3344314859046555
PARP15	3	-5.483276259111338
PARP8	3	-2.9915908379798215
PARVB	4	-2.4714886364551654
PARVG	3	-6.9326429337113
PASD1	2	-2.026137152664566
PATE2	3	-4.763512810181359
PATE4	2	-2.3012925535838678
PAX8	4	-2.5602301410384127
PAX9	2	-2.452506133093782
PCDH15	3	-2.622605029304452
PCDH17	3	-5.229916021990733
PCDH8	3	-4.170675582498749
PCDH9	3	-2.9569046790546247
PCDHA11	3	-2.9181913730983333
PCDHA12	3	-3.145255062365832
PCDHA13	3	-2.262929151696913
PCDHA3	5	-2.817647692848208
PCDHA6	3	-2.873483259464562
PCDHA7	3	-2.734787695025595
PCDHB1	3	-3.3297696254443703
PCDHB15	3	-3.82818780037086
PCDHB4	3	-2.219498283930823
PCDHB7	3	-3.0983136700198877
PCDHB8	3	-3.454090943311923
PCDHB9	1	-2.518461168716527
PCDHGA1	5	-2.1478524377941266
PCDHGA5	5	-2.3097277230109867
PCDHGA6	5	-2.1911130042980433
PCDHGB1	3	-2.5152777238075297
PCDHGB4	5	-2.682438504299539
PCDHGB5	5	-2.011730848996339
PCDHGC4	3	-4.035863481677696
PCSK1N	3	-2.9932162608656725
PDE1C	4	-2.853854514436799
PDE4A	2	-2.001047068907905
PDE5A	4	-2.171801713662156
PDE6A	3	-4.573867351303434
PDF	4	-2.073430443426722
PDGFB	3	-4.674660267465893
PDGFRL	4	-2.827882880661074
PDLIM3	4	-2.857660251314744
PDLIM4	5	-2.88046176233876
PDZD9	3	-2.869302407282266
PDZRN4	3	-5.114440015654841
PEG3	3	-3.6295622236631186
PERM1	2	-2.893982387540052
PGA5	3	-4.041492540148393
PGBD5	3	-4.809461854325268
PGF	4	-2.011906692222806
PGM5	3	-5.0900078568919
PGPEP1L	2	-3.434592000817785
PHF21B	3	-4.614583065325672
PHF24	3	-4.376604676089004
PHLDA2	4	-3.509939079294606
PHYHIPL	3	-6.365464841514505
PI16	3	-6.084386871348634
PI3	4	-2.310653594807154
PID1	3	-3.472505752242475
PIEZO2	2	-2.179649088269892
PIGR	3	-4.965775639129349
PIGY	1	-2.3085074140941026
PIK3CG	3	-7.630963050314512
PIK3R5	3	-6.679164755109758
PIK3R6	3	-4.9705358225133605
PIPOX	3	-2.1072444381497384
PIR	4	-3.170845051543568
PIRT	3	-5.605019424138878
PKIA	3	-4.0820390069859185
PLA2G2A	4	-4.908951163489001
PLA2G2D	3	-2.098337037102312
PLAUR	4	-3.645022830604408
PLCB2	3	-6.109004737396043
PLCB4	2	-2.3926065927142948
PLCD4	4	-2.4489587497835172
PLCH1	3	-2.0545905189325455
PLCZ1	2	-2.4926958913998347
PLD4	3	-6.439669170256464
PLD5	3	-2.9443095726635424
PLEK	3	-7.255322378480516
PLEKHA7	3	-6.189122612102403
PLEKHB1	3	-5.567008880973077
PLEKHG1	3	-4.714460070458661
PLEKHG4B	2	-2.1174260555400126
PLEKHG6	4	-2.141708433762142
PLEKHH2	4	-2.061940083402521
PLGLB2	5	-2.2637506503817018
PLK5	2	-3.305996910293622
PLLP	3	-5.017387175851106
PLPP2	2	-2.6922290028062963
PLPPR5	3	-3.9387447529071156
PLSCR5	5	-2.0657932440216555
PLXDC1	3	-4.103398430164686
PLXNA4	3	-2.5743588707148133
PLXNB3	3	-2.6929468911177152
PM20D1	3	-3.563448893737498
PNLIPRP3	4	-2.406219018586567
PNMA6E	3	-2.467362681814362
PNMT	3	-5.540486412408579
PNPLA1	2	-2.4928547983493194
PNPLA4	3	-2.94560825580246
PODN	2	-2.3913111700959293
PODXL2	3	-4.433344615559142
PON3	3	-5.224880564201218
POTEG	4	-2.286743827993275
POU3F2	3	-3.7196508404993205
POU3F4	3	-3.1326652237553207
PPARGC1A	3	-4.71677917325526
PPBP	3	-6.197287741888439
PPIAL4F	3	-2.0662399482526284
PPM1E	3	-5.115113051424145
PPM1J	4	-2.9456474457965767
PPP1R14C	3	-2.4523821778871886
PPP1R17	3	-4.066481914824195
PPP1R1B	3	-4.260835115289441
PPP1R1C	3	-3.414161476245124
PPP1R3A	5	-2.2577316355506456
PPP3R2	3	-2.8941813936896708
PRAM1	3	-6.747692645767115
PRDM16	2	-4.416272323157719
PRDM8	2	-3.032816756974741
PREX2	3	-4.397751957037825
PRKCH	3	-3.847595277504856
PRND	3	-2.483996932794201
PROM1	3	-2.6296619423106233
PROZ	2	-2.1092173256297606
PRPS1L1	2	-2.1764995587859337
PRR16	4	-2.079346214939576
PRR29	3	-2.423551412882912
PRR32	3	-3.171744786782113
PRR34	3	-2.3873264839051833
PRR5L	3	-3.027253657631116
PRRG4	3	-3.6389398987828767
PRRT2	2	-4.321729352902482
PRSS12	2	-2.2778404901586726
PRSS48	2	-4.480508129659397
PRSS56	3	-2.310166980796839
PSD4	3	-3.5661405117196288
PSG5	2	-2.2004066837297205
PSRC1	4	-3.278895950334409
PTCHD1	3	-4.909069349563872
PTGER1	4	-2.1150716046990494
PTGER3	2	-2.66569574913782
PTGIR	4	-2.4303630059307313
PTGS2	4	-2.1443731177783847
PTHLH	4	-2.3763022318841385
PTP4A3	3	-3.239352451001772
PTPN6	3	-6.658324653397808
PTPN7	3	-6.309001814264828
PTPRCAP	3	-3.163041402754261
PTPRE	3	-3.5258120349672417
PTPRH	4	-2.545280737880925
PTPRM	2	-2.254356973783123
PTPRN2	3	-5.048402007977818
PTPRQ	2	-2.816945632772835
PTPRT	3	-3.595757420572218
PYCR1	1	-2.992902490219201
PYROXD2	5	-2.280456555136164
QRFPR	3	-3.5661590965559613
RAB31	3	-3.0543377511608156
RAB39A	3	-5.854797482122218
RAB3B	2	-3.0448216061039326
RAB41	3	-2.8026002392686533
RAB44	4	-2.2435845885619585
RAB6C	2	-2.734971994361045
RAET1E	3	-3.0278527519510243
RAET1G	2	-2.36016650106536
RAET1L	4	-2.0636329425607642
RAG2	2	-2.4717006267739037
RAI2	3	-5.079130906732187
RALGPS2	1	-2.1406207886120265
RALYL	3	-5.1433628619118625
RAMP1	3	-2.7769572418546002
RANBP3L	3	-4.557984555439404
RASAL3	3	-7.209107013118603
RASGEF1C	3	-4.189891660094578
RASGRP4	3	-7.891971444270224
RASL11A	2	-2.451793602697433
RASSF10	3	-3.0270079589390724
RASSF2	3	-4.546808472192407
RASSF6	3	-2.358347023015429
RASSF7	2	-2.1358798568309783
RBM24	5	-2.1739929799838356
RBMXL2	3	-2.091105249249884
RBPJL	3	-3.3834072294099595
RDH10	4	-3.4502914056152267
RDH16	3	-2.2391769774973564
RDM1	2	-2.03961951854254
REN	5	-3.0363220577366374
RERGL	3	-3.9323418657090294
RETREG1	3	-5.2249944057779825
RFLNA	3	-2.028715501523705
RFPL3S	2	-2.786749292196589
RFPL4B	2	-2.35471187758132
RFX4	3	-5.28314435527694
RFX6	2	-2.989688609649649
RFX8	4	-2.9338195345467084
RGCC	3	-6.453593265592118
RGMA	3	-3.399411598457142
RGPD1	2	-2.0991067420259997
RGS1	3	-6.65459759263701
RGS11	2	-2.1997153097229245
RGS2	3	-2.751031433194651
RGS20	5	-2.076650519089268
RGS7	3	-2.584398605963433
RHBDL2	2	-2.882054516561745
RHBDL3	3	-5.090248134476315
RHCE	2	-2.648472946759617
RHCG	3	-3.0071428303904075
RHOU	3	-4.30817480116698
RIBC1	3	-3.2571116611382034
RIMBP3B	2	-2.324498752630474
RIMKLA	3	-4.848062596727768
RIMS1	3	-2.020684905854243
RIPK3	3	-8.16545004451077
RIPPLY2	3	-5.330039086729968
RLBP1	3	-5.445742833793194
RLN1	3	-2.8548831178478373
RNASE11	2	-2.1140804962263497
RND2	3	-4.518156060902737
RNF112	3	-4.4144101333773875
RNF144B	3	-4.526662418361182
RNF182	3	-2.0012184712185186
RNLS	4	-2.167341195067352
ROBO2	3	-3.2987009421981877
ROBO4	3	-6.3102228424824585
ROPN1B	3	-6.402807710488298
ROR2	3	-2.13482205565971
RP1L1	3	-2.2758727702831316
RPE65	3	-3.890484946341122
RPH3A	3	-4.421911444969947
RPH3AL	3	-2.7414685744758733
RPP25	2	-2.2319326714166956
RRAGD	3	-5.4244304946516495
RS1	3	-2.2879990941134167
RSPO3	2	-4.27936149034661
RTL4	3	-3.067883957175878
RTL9	3	-3.032293388362563
RTN1	3	-3.624941065950221
RUNDC3B	3	-5.759605612206258
RUNX1T1	2	-3.7870214398708404
RYR3	3	-4.422999008589838
S100Z	3	-7.202038323627108
S1PR1	3	-6.048485627420821
S1PR5	2	-2.7590470978133936
SAA1	4	-2.6555193450882397
SALL1	3	-3.425614831521401
SAMD11	2	-2.332768163678573
SAMD13	3	-4.116963955346868
SAMD3	3	-3.1660955448759283
SAMD7	2	-2.5102801105969044
SAMSN1	3	-8.157349562219702
SATB1	3	-5.133518443201036
SATB2	4	-2.041425206713355
SBSN	2	-3.3308020243758727
SCD5	3	-2.848571328843945
SCG3	3	-6.028982738315729
SCIMP	3	-7.990843552981753
SCN10A	4	-2.173371342851722
SCN11A	3	-4.290961972958372
SCN3A	3	-5.47226146998214
SCN4A	3	-2.608615944491849
SCN5A	4	-2.0546257137479595
SCN7A	3	-3.749314887429213
SCRG1	3	-3.2562799245698026
SCT	2	-2.176072684295337
SDC3	3	-3.0400493900335563
SEC14L4	3	-2.425041707328474
SEC31B	5	-2.861472485705724
SEL1L2	2	-2.0762239488662373
SELENBP1	2	-2.2867846687101077
SELENOP	3	-5.7320738942842135
SELL	3	-6.494868763110364
SEMA3D	2	-3.7405500953857045
SEMA3E	3	-2.1328548163542282
SEMA4D	3	-5.1730232515592025
SEMA5B	2	-2.0777222196565917
SEMA6A	3	-2.604252490954862
SEMA6B	3	-4.584568862520857
SEPT6	4	-3.4792032297865223
SERF1A	5	-3.26335196382459
SERPINB8	4	-4.749943547286332
SERPINB9	3	-5.496513970358114
SERPINE1	4	-4.882844740459454
SERPINI2	3	-5.6786336689539425
SEZ6L2	4	-2.019390525111932
SFN	4	-2.4575213425029983
SFRP4	3	-2.770239399185798
SFRP5	3	-2.0570329834715952
SGCB	1	-4.079940269722746
SGK1	3	-2.092115638103106
SGPP2	3	-7.5690600272831325
SGSM1	3	-5.3568858890717514
SH2D1A	3	-5.039189922426244
SH2D4A	4	-3.157537040389651
SH3D21	4	-2.035407905410243
SH3TC1	3	-4.79979016285396
SHANK2	3	-3.70868124514723
SHC3	3	-3.396280744139414
SHD	3	-4.8340881413083014
SHH	3	-2.825765243600391
SHISA2	2	-2.918566532905437
SHISA3	2	-2.056003799056116
SHISA6	3	-2.919961620042241
SHISA7	3	-4.50008161518255
SHISA9	3	-3.0459036604775473
SIGLEC10	3	-7.696506730471514
SIGLEC11	3	-7.56924694471434
SIGLEC12	3	-3.760950158773354
SIGLEC14	3	-5.194536214456676
SIGLEC15	4	-3.3300919960061637
SIGLEC7	3	-7.784095151095814
SIGLEC9	3	-7.564954823013909
SIRPB1	3	-2.678292973560448
SIRPB2	3	-8.291421964226965
SIT1	3	-4.815106790676389
SIX1	5	-2.038192813697802
SKAP2	3	-2.6930211142536096
SLA	3	-7.324031285422756
SLAIN1	3	-4.976549913579746
SLAMF1	3	-3.9761814746745068
SLAMF7	3	-3.264786752335436
SLC11A1	3	-6.262985625432226
SLC12A3	3	-5.303662312849236
SLC15A2	3	-5.219977572107857
SLC16A10	3	-4.431103135501883
SLC16A12	4	-2.0095743451949883
SLC16A14	3	-6.1256476989387645
SLC16A6	3	-4.363948638872002
SLC17A3	3	-2.066142749768494
SLC17A7	2	-4.0208917200943235
SLC17A9	4	-2.4758670591571192
SLC18A3	4	-2.106918078091567
SLC1A3	3	-2.9401662934336663
SLC1A7	2	-2.5830262446875607
SLC22A15	3	-5.131551681721151
SLC22A16	3	-3.375686960938678
SLC24A3	3	-5.371102586591947
SLC26A3	3	-2.4904406329089857
SLC26A4	4	-2.6003690579256205
SLC26A7	3	-4.09860762072782
SLC28A2	3	-2.391234687729561
SLC2A13	3	-2.4015889032172555
SLC2A14	4	-2.7025690103915734
SLC30A10	3	-6.167386951834498
SLC30A8	2	-2.473735393447593
SLC31A2	3	-3.0893651630092185
SLC35D3	3	-2.257025062472659
SLC35G2	3	-2.474514022574641
SLC36A3	2	-2.4838125721210784
SLC38A1	3	-3.123326220362206
SLC39A12	3	-4.190707309711034
SLC44A4	4	-2.0621212905811026
SLC44A5	3	-4.471432484955498
SLC45A3	2	-3.7882052211971247
SLC46A1	3	-4.420331386164388
SLC4A1	3	-3.852981239962218
SLC4A9	2	-3.2114753570146384
SLC52A1	4	-3.0986513163412694
SLC5A4	3	-4.942615119020751
SLC6A14	3	-2.0939553873819325
SLC6A15	2	-3.139961790171765
SLC6A16	2	-2.586243304466567
SLC6A6	4	-3.538502965385758
SLC6A9	3	-3.0114019149503117
SLC7A10	3	-2.4908511013078622
SLC7A14	3	-3.494981198659439
SLC7A2	2	-2.1312142254587827
SLC7A3	3	-2.5743920830860003
SLC7A7	3	-6.07191082657439
SLC7A8	3	-3.8565350858443854
SLC7A9	3	-2.551433912731491
SLC8A1	3	-3.176850852534473
SLC8A3	3	-4.007109919930061
SLC9C2	3	-4.288189046066504
SLFN11	3	-2.6299919216614707
SLFN13	3	-2.7574574346425633
SLFNL1	2	-3.157270353226147
SLITRK1	3	-4.264490936465428
SLITRK3	3	-4.157055201897669
SLITRK4	3	-4.190517759677376
SLX1B	4	-2.068485316045048
SMAGP	4	-2.1466075389506267
SMCO2	2	-2.321724938373184
SMIM18	3	-5.188312555778299
SMIM24	3	-3.9605805482737924
SMIM5	3	-6.119519201069399
SMOC2	3	-4.63732562089758
SMPDL3B	3	-2.8688390746501886
SNAI3	3	-5.094779869976096
SNTA1	2	-2.2190794618004666
SNX20	3	-6.703889316409499
SNX22	3	-2.798653340266835
SOAT2	4	-2.233555100951235
SOCS1	4	-2.000591145846785
SORBS1	3	-5.3324245775248755
SORCS3	3	-3.486968368717039
SOX14	3	-2.0068845905865778
SOX18	3	-3.0343433041988925
SOX5	3	-4.572791736491458
SOX6	3	-4.107310121527569
SP140	3	-4.960760747919669
SPAAR	3	-5.860343076096344
SPAG6	3	-2.592377504455571
SPATA1	3	-2.238850278643903
SPATA17	3	-3.3647999794550234
SPATA21	2	-2.2590310249013017
SPATA4	3	-3.9331012815108677
SPATA6L	3	-3.2912139026617595
SPATS1	3	-2.9985665103052046
SPDYE6	2	-2.3571505920906555
SPERT	4	-2.01945322932451
SPI1	3	-7.152310035491622
SPINK13	1	-2.80827369851627
SPN	3	-7.416698147165243
SPNS3	3	-5.162041813693468
SPOCD1	4	-4.276480766821118
SPOCK1	4	-2.004783447138943
SPOCK2	3	-5.921883889745152
SPRY2	1	-2.752855422438911
SPTSSB	3	-4.007945747823557
SRD5A2	3	-2.641480113139574
SRGAP3	3	-5.841920964059341
SSC4D	3	-4.4045302900774015
SSTR1	3	-3.340894292193202
SSUH2	3	-2.3025295175565152
ST18	3	-5.88548547098691
ST6GALNAC1	3	-8.167943970094411
ST6GALNAC3	3	-4.838459204988399
ST8SIA1	3	-3.2810812263868225
ST8SIA3	3	-2.784587647339036
ST8SIA6	3	-5.4449099606132165
STAB1	3	-6.953390354188917
STAC2	4	-2.27089422035884
STAT6	4	-2.4798171705582748
STC1	4	-3.681418146099346
STK26	2	-2.509221719706487
STK31	3	-6.011102558154414
STK32A	3	-2.8700176302823004
STMN2	3	-2.8188997032891856
STMN4	3	-5.70382125635446
STOX1	3	-4.138206094588383
STX11	3	-2.3565544860121697
STXBP2	3	-2.793053061366982
SUCNR1	3	-2.478249412248987
SULT1B1	3	-3.42089307655001
SULT1C4	3	-6.172911575251278
SULT2B1	4	-3.1884795660409995
SUSD2	4	-2.8798170013409212
SYCE1L	4	-2.2025459279993638
SYCP2	5	-2.3002373013578348
SYNDIG1L	3	-4.290710896248992
SYNE1	3	-3.307760185227511
SYNGR3	2	-2.1454236006198344
SYNPO	3	-2.105508536460983
SYNPO2L	2	-2.8896940455744162
SYT1	3	-3.157986558501204
SYT10	3	-3.3483294302389717
SYT15	2	-3.200514671006823
SYT16	3	-3.3461980838090843
SYT17	3	-5.355377442301413
SYTL2	4	-3.6283811124630008
SYTL4	3	-3.4475777010748776
TAC3	3	-2.21069730255342
TACSTD2	4	-2.6920904127144465
TAGLN3	3	-4.237145126991784
TAL1	3	-7.71055716508278
TAS1R1	3	-2.3813040585837544
TBC1D10C	3	-4.82857581965233
TBC1D28	2	-2.6221951531416434
TBC1D3D	5	-2.139873312913448
TBC1D3H	3	-2.029974169276381
TBC1D3L	2	-2.887566129865525
TBX15	4	-2.5630645712474003
TCEAL2	3	-4.2466940520046395
TCEAL5	3	-5.461552794569592
TCEAL6	3	-4.704978272240925
TCEAL7	4	-2.0383725865477254
TCF7L1	2	-3.5888222120039446
TCIRG1	4	-2.584766303038099
TCN1	4	-3.2084169769115722
TDGF1	3	-5.23141820666595
TDRP	3	-4.670015647622448
TECRL	3	-2.0084619514149398
TEK	3	-3.4275678749826928
TEKT2	3	-3.442450251875123
TENM1	3	-3.802209613943272
TESC	3	-4.871866473188019
TEX101	2	-2.595265320594594
TEX11	2	-2.1336487775231894
TEX13D	5	-2.164087889763713
TEX14	3	-2.7016501332635756
TEX22	2	-4.164887832111442
TEX37	2	-2.220509297623817
TEX44	2	-2.5033100986665193
TEX45	2	-3.1001397626696523
TEX9	3	-2.101590205340486
TFF3	3	-3.194797493050414
TG	2	-2.7223804237614853
TGFBR3	3	-2.4047540565134105
TGIF2-C20orf24	1	-2.4899979776697707
TGM1	5	-2.952534881047387
TGM3	3	-2.7983785097231935
THBD	4	-2.447007770228266
TIAM2	3	-2.9158619020930194
TIFAB	3	-3.996393576308189
TINCR	2	-2.933439435575544
TKTL1	3	-3.385858829954
TLDC2	3	-2.6095577424059258
TLE1	3	-3.0941077784753515
TLL2	3	-3.312901291346762
TLX1	5	-2.1684150540042952
TM4SF1	4	-3.0938272769063317
TM4SF5	3	-2.2448466030511938
TMC8	3	-6.182623273781576
TMCC3	3	-6.459115392982933
TMEM100	3	-2.1175901592123867
TMEM108	3	-3.419546759044326
TMEM132C	3	-5.909136576884247
TMEM139	3	-4.517710939764132
TMEM151B	3	-4.929641714748587
TMEM156	3	-4.920437554941843
TMEM169	3	-4.654008429269607
TMEM170B	3	-4.078333963415437
TMEM173	4	-2.4264658065672298
TMEM176A	3	-6.345231607013976
TMEM176B	3	-6.589610350447127
TMEM178A	3	-4.495351532668018
TMEM178B	3	-3.874825819624379
TMEM200B	4	-2.9353264105476455
TMEM200C	4	-2.410810447159377
TMEM204	3	-3.5816772940547
TMEM212	3	-2.7318180947121333
TMEM217	4	-2.769767320863915
TMEM225B	5	-4.610389859667276
TMEM229A	3	-6.143186003541735
TMEM240	2	-2.3767321591267865
TMEM246	3	-2.5135161299023516
TMEM253	5	-2.808524294419971
TMEM255B	3	-3.5613434243226068
TMEM262	2	-2.681593713319218
TMEM269	3	-2.1843349655403053
TMEM27	3	-2.433666442027498
TMEM45B	3	-7.203584234354485
TMEM52	2	-3.0854168928964567
TMEM52B	3	-6.92696318538702
TMEM56	3	-2.385939172767168
TMEM56-RWDD3	3	-2.186498761663903
TMEM59L	3	-3.46393229398565
TMEM78	2	-2.2008342343607015
TMIGD3	3	-8.435093946961272
TMPRSS11D	3	-2.041357935179337
TMPRSS2	3	-2.3208908478461407
TMPRSS3	3	-3.864034659810666
TMPRSS4-AS1	3	-4.827225225328794
TMPRSS7	2	-3.0736475898010553
TMX2-CTNND1	3	-4.599698741511101
TNF	3	-5.080850248407393
TNFAIP6	4	-4.809291873824819
TNFAIP8L2	3	-7.947961033765673
TNFRSF10D	4	-2.5473580116316286
TNFRSF11A	3	-5.023404327648723
TNFRSF11B	4	-2.3317659792950383
TNFRSF17	3	-2.0141724855630283
TNFRSF4	3	-2.0691967234398576
TNFRSF9	4	-2.2122980580017497
TNFSF14	3	-5.373058776484955
TNFSF15	4	-2.5574997473328858
TNFSF8	3	-8.203344628417604
TNIP3	2	-2.3745751016400845
TNNI2	3	-5.645839888700153
TOGARAM2	3	-4.90887351523006
TOX3	3	-5.092331293976713
TP53TG3B	3	-2.537808432004275
TP73	3	-2.7554349136955048
TPBGL	3	-2.2845460722377253
TPD52	3	-4.221892190660321
TPH1	3	-4.9486836261841285
TPO	3	-2.0632665537971415
TPTE2	3	-2.2978426229687896
TRABD2A	4	-2.541475262530827
TRABD2B	4	-2.5863473683516993
TRAF3IP3	3	-6.94425369956599
TRAT1	3	-4.101606320131933
TREML1	3	-8.197700419041018
TRHDE	3	-2.1625807539002646
TRIB2	1	-3.422132566595274
TRIL	3	-3.097261660889497
TRIM38	4	-2.366641983765555
TRIM5	4	-2.742081199236145
TRIM58	2	-2.3800092750768833
TRIM63	3	-2.107641999184728
TRIM71	3	-3.7128018364078246
TRPC6	4	-2.3981681384435825
TRPM2	3	-7.486505767548685
TRPM5	3	-2.3913797985568053
TRPV2	4	-2.6230472401492753
TSACC	2	-2.0938720153178965
TSC22D3	3	-2.4201767131287615
TSGA10IP	3	-2.5811142590014318
TSHZ2	3	-2.37064078008554
TSHZ3	1	-2.3662147094018295
TSPAN33	3	-6.119186716124565
TSSK4	2	-2.685909400357822
TTBK1	3	-5.77965224609935
TTC16	3	-2.885764756367071
TTC23L	3	-3.9265033551317994
TTC24	3	-3.8373706995236025
TTC36	2	-3.102387932184375
TTC9	3	-2.3148424160645176
TTK	1	-2.090156980403207
TTLL10	3	-2.517879899258918
TTLL13P	5	-2.0441841399250165
TTLL9	3	-6.731271928097551
TTN	3	-5.568985869869938
TTYH2	3	-5.645895319572464
TUBAL3	3	-3.14623797774651
TUBB2A	3	-2.499626486660541
TULP1	3	-3.236942473330109
TVP23A	3	-4.617867535294434
TVP23C	4	-3.2428978184125037
TXLNB	3	-5.290206924413537
TXNDC2	3	-3.014024469435787
TXNRD3NB	2	-3.011106161082098
TYROBP	3	-7.463756624229633
TYRP1	3	-2.135761199914579
UBE2F-SCLY	3	-2.3696713484387613
UBE2Q2L	2	-2.2060939740098635
UBL4B	3	-2.3690619391067456
UBQLN3	4	-2.1697925359280936
UCN2	4	-3.147465197071282
UCN3	3	-2.2156611094799574
UCP1	3	-2.072491486978507
UGT1A6	2	-2.052666868735844
UGT2B17	3	-2.820560592573627
ULBP2	4	-3.4567290857671247
UNC5CL	3	-2.820113127274085
UNC80	3	-5.829450487749879
UPK2	2	-2.3503376086740437
UPK3A	3	-3.810817432506772
UPP1	4	-3.578879629693613
USH1C	3	-6.219339317935847
USH2A	3	-4.469381778078247
USP17L15	2	-3.186976342265341
USP50	3	-2.341040880930771
VAV1	3	-7.7487539460894235
VCX3B	3	-2.125759791955982
VEGFA	4	-2.212416003601839
VGF	4	-2.653012004294132
VIL1	3	-2.045323938711522
VILL	3	-3.260354062080263
VIT	3	-2.759334918337053
VNN1	3	-6.915102127059367
VPS37B	5	-2.402098861097593
VRTN	2	-2.1682356144036548
VSIG1	3	-3.017117788369023
VSIG8	2	-3.531774880412711
VSNL1	3	-2.1389556329503643
VSTM1	3	-2.0752560628949093
VSX2	3	-2.1961346192792597
VWA3B	3	-2.5648664095309393
VWC2	3	-3.3057910774216217
WAS	3	-5.959320222040767
WASHC1	5	-2.148018061058308
WDFY4	3	-7.811693297270574
WDR86	3	-3.4026331609858764
WDR87	2	-3.2327661656596196
WDR88	3	-4.025646553425836
WDR93	3	-2.471362843817782
WDR97	2	-2.8690267686565694
WFDC2	3	-5.302750615298447
WIPF3	3	-2.558842857223916
WISP3	3	-2.442019293576541
WNT10A	3	-3.0617612950641413
WNT2	3	-3.148009709822133
WNT7A	3	-4.700119047609669
WNT9B	3	-5.786158177950228
WT1	4	-2.1855599221480406
XCL1	3	-2.94884180382672
XCL2	3	-2.5123568424991416
XCR1	3	-3.4840343769327897
XIRP2	3	-2.5053082257073025
XK	3	-2.9958229235632254
XKR6	3	-2.943070254997637
XKR8	4	-2.048794262360509
XKRX	3	-2.1953087301131085
XPNPEP2	3	-6.728943530452694
XYLT1	3	-2.2022336995757015
Z82206.1	3	-2.518653108806202
ZACN	2	-4.153973748609592
ZAR1	3	-2.099150354983198
ZBED6CL	3	-3.375659363015962
ZBED9	5	-2.4768698846692216
ZBP1	3	-5.200798764383443
ZBTB16	3	-5.698792791680111
ZBTB8B	3	-3.9654309276592397
ZC2HC1B	3	-2.4096473921603416
ZIC3	3	-5.233661984387299
ZIC5	3	-3.349749238074574
ZIM2	3	-3.410698902913337
ZNF114	3	-3.7640535091590115
ZNF233	3	-3.9496627467674323
ZNF296	2	-3.0773980281546685
ZNF365	3	-2.7131614022232826
ZNF385A	3	-3.0468975856750156
ZNF423	3	-2.1577003986111163
ZNF469	2	-2.217632973058032
ZNF474	3	-2.224849876789011
ZNF497	3	-2.6675111589505702
ZNF503	1	-2.640157999114484
ZNF536	3	-3.5838042518097564
ZNF575	2	-2.4052546578436695
ZNF578	3	-3.686962671226336
ZNF670-ZNF695	2	-2.172027194917129
ZNF676	3	-2.016356509074507
ZNF681	3	-3.145592184082385
ZNF716	2	-2.16584387994492
ZNF80	3	-3.3407054102460134
ZNF835	3	-6.191868547473606
ZP4	4	-2.189545708756222
ZSCAN1	3	-4.27058873344332
ZYG11A	2	-3.567275318024036
